Average_Hours_Worked_Per_Week,Monthly_Income,Hourly_Rate,Distance_From_Home,Promotion_gap,Absenteeism,Number_of_Companies_Worked,Job_Level,Years_in_Current_Role,Years_Since_Last_Promotion,Years_at_Company,Workload_index,Project_Count,Work_Life_Balance,Job_Satisfaction,Work_Environment_Satisfaction,Relationship_with_Manager,Total_Satisfaction_Score
51,18750,20,21,0.05555555555555555,10,2,5,6,1,17,3,2,2,1,1,4,6
58,4523,94,3,1.1428571428571428,7,4,4,7,8,6,0,6,2,5,2,2,9
48,6488,52,20,0.6666666666666666,17,3,3,1,6,8,0,9,1,1,1,4,6
53,7798,91,30,0.0,0,3,3,1,0,5,0,9,3,5,4,2,11
35,14023,94,3,0.25,0,4,4,13,3,11,0,1,2,3,4,4,11
30,18413,36,27,0.3333333333333333,0,3,5,8,9,26,0,4,4,2,2,2,6
39,15354,32,13,0.3,10,4,4,14,3,9,0,1,4,3,4,1,8
33,5637,43,24,0.0,8,3,3,7,0,21,0,6,1,5,2,1,8
32,17390,45,30,0.2631578947368421,3,2,2,2,5,18,3,5,2,4,2,1,7
45,7758,59,24,0.6,5,4,3,6,6,9,1,8,4,2,4,3,9
51,10513,67,40,0.4,2,1,5,3,2,4,0,6,4,2,2,1,5
40,4634,23,41,0.34615384615384615,0,1,3,8,9,25,2,1,3,2,2,2,6
59,9905,18,1,0.42857142857142855,2,4,5,10,6,13,0,5,2,5,2,3,10
49,7858,70,32,0.2857142857142857,12,3,2,13,8,27,1,4,4,4,1,2,7
58,9474,56,18,0.5833333333333334,11,2,1,7,7,11,0,9,2,4,1,4,9
48,5688,42,27,0.26666666666666666,0,2,2,1,8,29,0,4,2,5,4,1,10
56,12862,27,22,0.42857142857142855,5,1,1,10,9,20,2,6,3,4,4,1,9
44,6985,37,21,0.6428571428571429,9,4,2,8,9,13,0,8,3,5,4,3,12
55,7071,24,12,1.5,16,4,4,4,9,5,2,2,3,1,3,3,7
49,9018,91,10,0.5,7,1,3,14,8,15,0,3,3,4,1,1,6
34,4273,61,45,0.03333333333333333,4,4,2,3,1,29,1,1,4,1,1,4,6
56,12586,96,23,0.4090909090909091,3,4,1,5,9,21,0,7,4,3,4,3,10
50,14358,89,8,1.75,17,3,4,1,7,3,4,1,1,1,4,2,7
39,12942,57,11,0.36363636363636365,11,3,3,8,8,21,0,8,3,3,2,4,9
42,9550,96,14,0.06896551724137931,0,4,4,11,2,28,0,1,1,1,3,3,7
31,6298,29,6,0.0,6,4,3,13,0,26,1,3,4,3,2,1,6
49,18006,61,38,0.32142857142857145,13,2,4,14,9,27,0,1,3,3,2,4,9
55,13002,82,44,0.13043478260869565,6,2,1,10,3,22,0,2,2,4,1,1,6
30,4501,47,30,0.36363636363636365,19,4,5,6,4,10,2,5,3,1,2,4,7
33,12742,58,9,0.36,18,3,5,1,9,24,4,4,1,2,4,2,8
50,18290,33,33,0.047619047619047616,14,2,2,8,1,20,0,9,1,3,2,2,7
44,13769,68,36,0.3333333333333333,10,1,5,8,7,20,2,6,3,1,2,4,7
44,8149,63,5,0.36,9,1,5,11,9,24,4,1,1,4,4,1,9
38,19112,45,21,0.07142857142857142,9,3,2,10,2,27,2,7,3,5,4,2,11
37,13849,38,15,0.0,7,3,5,11,0,21,3,4,2,4,2,2,8
48,3740,95,22,0.4375,1,4,4,10,7,15,1,2,4,1,4,1,6
32,7892,78,11,0.0,3,2,3,2,0,11,0,2,3,2,2,3,7
43,14577,80,14,0.875,16,4,1,14,7,7,2,1,3,4,3,1,8
52,12362,60,9,0.2,19,1,2,2,2,9,0,9,2,2,1,4,7
38,11491,86,48,0.06666666666666667,4,1,5,10,1,14,0,7,1,4,1,3,8
33,15581,30,42,0.3888888888888889,1,4,4,1,7,17,4,3,1,5,1,4,10
59,11957,94,39,0.08,3,4,2,9,2,24,4,3,1,3,1,3,7
46,13279,32,24,1.125,15,2,5,1,9,7,4,1,1,2,2,4,8
39,8848,50,34,0.25,10,2,2,12,5,19,0,4,2,2,3,1,6
34,14793,27,30,0.3333333333333333,0,2,5,5,3,8,0,5,3,5,1,3,9
40,17648,97,34,0.0,18,3,1,11,0,28,3,9,2,1,4,3,8
33,11500,79,2,0.05555555555555555,8,3,5,6,1,17,1,1,4,2,4,3,9
32,19760,87,45,0.5,3,1,5,8,8,15,0,2,3,1,1,4,6
58,15409,71,47,0.047619047619047616,8,2,1,13,1,20,1,5,4,3,3,4,10
32,14769,32,14,0.75,10,4,3,7,3,3,0,8,2,3,1,3,7
41,19496,27,28,0.125,6,2,4,11,3,23,1,3,4,5,1,2,8
37,4245,73,32,0.17647058823529413,13,2,3,7,3,16,2,9,3,1,4,4,9
34,10326,95,14,0.17857142857142858,11,1,5,1,5,27,0,1,3,2,3,3,8
33,17492,87,23,0.6,15,2,2,7,6,9,0,2,4,1,2,1,4
43,12413,44,47,0.4444444444444444,9,2,5,6,4,8,0,5,4,1,4,4,9
55,10193,22,12,0.3333333333333333,7,1,1,11,4,11,3,4,2,1,4,4,9
34,9415,22,29,0.07142857142857142,11,2,3,14,1,13,0,3,3,1,1,3,5
50,17864,48,25,1.0,12,2,3,11,4,3,0,5,2,1,1,3,5
33,15470,41,38,0.0,17,2,4,2,0,27,2,3,3,2,4,2,8
43,7324,91,20,1.0,14,1,1,3,7,6,0,7,2,5,1,1,7
59,8916,23,19,0.2727272727272727,14,1,3,8,3,10,0,9,2,5,2,4,11
41,9179,39,32,0.7,6,2,5,10,7,9,1,7,4,4,4,1,9
31,7605,53,5,0.5555555555555556,18,1,1,1,5,8,0,5,1,1,3,2,6
32,12172,43,25,0.2857142857142857,9,2,4,13,2,6,0,3,3,1,1,1,3
52,14018,62,26,0.4166666666666667,18,4,1,7,5,11,0,4,3,3,4,4,11
45,4400,33,26,0.23076923076923078,15,2,4,10,3,12,4,5,1,3,4,4,11
58,19819,66,40,0.07692307692307693,10,3,2,10,1,12,0,9,1,2,3,3,8
57,5409,30,12,0.08695652173913043,1,4,2,5,2,22,4,1,1,1,3,2,6
37,9281,73,21,0.25,5,1,1,10,3,11,1,4,4,1,4,1,6
44,12378,18,30,0.5,4,3,1,5,4,7,3,3,2,2,3,3,8
42,7080,37,43,0.0,2,3,3,7,0,7,0,5,2,1,4,1,6
55,12926,72,49,4.5,8,2,3,14,9,1,0,5,3,5,1,3,9
50,8106,78,45,0.7,10,3,2,13,7,9,0,3,1,5,1,2,8
55,4259,52,22,0.05,13,1,5,12,1,19,0,5,1,2,1,1,4
40,17235,78,40,0.5,5,2,2,8,5,9,0,2,3,3,1,3,7
35,5177,38,48,0.3103448275862069,12,4,2,14,9,28,2,3,3,5,1,2,8
58,9142,23,22,0.5,16,4,5,12,2,3,0,2,2,5,3,1,9
32,9302,78,33,0.4444444444444444,8,4,1,7,4,8,0,8,1,5,2,2,9
46,10304,28,37,0.5555555555555556,10,2,5,13,5,8,0,3,1,5,2,4,11
41,4738,59,32,0.07692307692307693,2,3,4,9,1,12,4,3,1,3,1,1,5
43,13821,30,40,0.0,1,3,2,12,0,26,0,1,4,2,2,1,5
53,18296,44,25,0.0,6,3,4,5,0,9,4,2,1,1,3,2,6
47,7599,37,4,0.6666666666666666,16,2,5,11,8,11,3,4,2,2,4,1,7
38,6230,79,2,0.21052631578947367,9,2,3,5,4,18,0,3,2,4,1,2,7
49,12876,77,46,0.3333333333333333,6,4,3,13,2,5,0,5,2,2,2,4,8
59,7173,88,36,0.09090909090909091,14,4,3,4,2,21,0,3,1,4,2,2,8
34,12881,93,6,0.3157894736842105,2,2,4,1,6,18,0,2,2,3,3,2,8
40,16519,94,19,0.35294117647058826,14,2,4,1,6,16,0,5,1,5,1,1,7
41,11767,68,34,0.0,3,3,1,10,0,15,2,8,3,3,4,3,10
33,10091,64,36,0.2727272727272727,15,1,3,11,6,21,0,8,4,2,4,2,8
55,8769,96,38,0.0,10,4,1,2,0,26,0,9,4,5,2,3,10
37,18830,32,34,0.21739130434782608,0,2,1,12,5,22,0,6,4,1,4,3,8
47,8937,90,1,0.2727272727272727,6,4,3,1,3,10,0,1,4,5,1,2,8
46,12238,42,6,0.18518518518518517,9,3,5,4,5,26,0,9,3,2,2,4,8
44,8742,50,13,0.0,2,1,2,12,0,21,0,2,3,1,3,4,8
35,8886,58,18,1.1666666666666667,5,3,5,2,7,5,1,3,4,1,4,4,9
49,12043,99,32,0.2222222222222222,9,1,5,11,4,17,1,8,4,4,2,2,8
30,16592,38,1,0.3333333333333333,6,1,4,7,9,26,4,3,1,4,4,3,11
37,8873,44,48,0.19047619047619047,6,1,5,3,4,20,3,3,2,1,4,4,9
52,4850,43,12,0.6363636363636364,13,3,5,7,7,10,1,7,4,3,1,3,7
47,16770,35,21,0.14814814814814814,8,1,4,8,4,26,0,6,3,2,1,3,6
38,16003,79,20,0.5333333333333333,19,1,1,14,8,14,0,1,1,4,4,2,10
55,11776,26,4,0.07142857142857142,11,3,5,2,2,27,4,8,1,3,1,4,8
53,19799,35,49,1.2857142857142858,9,4,4,10,9,6,0,8,2,1,3,3,7
43,6946,98,9,0.6666666666666666,11,2,4,3,6,8,1,4,4,4,1,1,6
36,3838,68,3,0.3333333333333333,16,2,3,14,9,26,0,4,1,5,3,2,10
49,6286,54,9,0.18518518518518517,2,3,5,6,5,26,2,4,3,4,2,2,8
51,3596,22,30,4.5,15,2,3,10,9,1,0,7,3,3,3,4,10
34,14532,97,23,0.21428571428571427,11,3,2,10,3,13,0,6,4,5,2,4,11
49,6624,79,28,0.2857142857142857,8,1,5,14,2,6,3,2,2,5,1,4,10
38,18892,22,15,0.21739130434782608,4,4,1,3,5,22,2,5,3,5,2,2,9
35,11421,78,40,0.22727272727272727,1,4,5,3,5,21,3,3,2,3,1,3,7
48,13691,18,49,0.6363636363636364,9,2,4,9,7,10,4,3,1,5,4,3,12
47,3005,48,18,0.16666666666666666,16,4,1,14,1,5,2,3,3,1,4,4,9
53,14121,84,15,0.2413793103448276,11,1,5,5,7,28,2,5,3,2,3,1,6
52,16506,88,3,0.25925925925925924,4,4,1,8,7,26,3,6,2,3,1,3,7
31,4367,27,2,0.11764705882352941,4,2,4,4,2,16,2,1,3,2,4,3,9
50,7095,46,15,0.30434782608695654,15,1,3,13,7,22,0,6,1,1,4,2,7
47,13458,54,22,1.5,19,4,5,1,9,5,1,2,4,3,3,4,10
50,16256,41,40,0.6,14,2,4,6,9,14,4,9,1,5,3,3,11
57,16635,95,15,0.2692307692307692,18,2,5,14,7,25,0,8,1,4,2,1,7
45,9735,93,23,0.2,19,1,3,2,6,29,1,7,4,1,1,3,5
30,14004,78,36,0.04,9,3,5,8,1,24,4,8,1,5,2,3,10
59,16166,57,6,0.47058823529411764,1,4,3,5,8,16,2,6,3,2,2,1,5
53,10377,23,43,0.3333333333333333,17,1,2,7,4,11,0,4,2,5,2,4,11
59,17101,97,29,0.38461538461538464,2,3,5,1,5,12,4,1,1,3,2,4,9
41,15921,74,29,0.043478260869565216,16,1,5,14,1,22,3,5,2,3,1,1,5
43,15905,37,26,0.18181818181818182,17,1,2,11,4,21,3,8,2,5,2,4,11
39,13081,77,43,1.5,7,4,3,12,9,5,0,8,4,5,3,1,9
56,14581,59,35,0.034482758620689655,0,4,3,2,1,28,0,9,3,5,1,2,8
47,10812,18,49,0.2222222222222222,11,1,3,6,2,8,2,7,3,2,2,2,6
37,15596,88,14,0.3333333333333333,6,3,5,5,8,23,0,4,2,3,2,3,8
47,9544,58,31,0.17647058823529413,4,3,4,11,3,16,0,2,2,5,1,1,7
51,13761,73,36,0.0,1,3,2,13,0,26,2,3,3,1,2,2,5
47,9878,66,24,0.05263157894736842,17,1,3,10,1,18,4,2,1,5,2,1,8
30,16268,26,36,0.15384615384615385,6,2,5,5,4,25,0,9,2,5,3,1,9
53,9583,60,37,0.30434782608695654,17,4,1,3,7,22,0,8,3,3,2,4,9
41,14195,18,18,0.0,3,4,5,13,0,17,0,1,1,2,3,2,7
59,14866,52,26,0.0,11,2,4,9,0,15,2,8,3,5,4,1,10
32,6130,71,32,0.23529411764705882,16,4,3,11,4,16,0,3,3,5,4,1,10
38,12250,81,17,0.1,13,1,5,10,3,29,4,3,1,4,2,2,8
30,3397,20,8,0.42105263157894735,13,1,1,2,8,18,0,6,1,1,3,4,8
51,12886,80,21,0.5,13,4,5,10,5,9,1,8,4,2,3,2,7
47,10473,74,35,0.18181818181818182,10,4,4,3,4,21,0,9,2,5,1,4,10
58,19748,94,18,0.2692307692307692,3,1,1,13,7,25,3,3,2,4,2,1,7
56,4286,60,49,0.0,15,2,2,9,0,5,2,7,3,4,1,3,8
42,13420,58,21,1.2857142857142858,14,1,2,2,9,6,1,7,4,3,1,3,7
31,9824,52,26,0.0,19,3,5,5,0,26,2,4,3,3,4,2,9
39,6086,66,31,0.2413793103448276,7,1,1,6,7,28,1,4,4,2,4,4,10
54,13931,92,32,1.5,11,1,2,12,3,1,0,4,2,5,1,2,8
57,11674,23,26,0.8888888888888888,16,2,4,1,8,8,1,8,4,5,3,1,9
58,13461,59,30,0.29411764705882354,6,1,2,14,5,16,3,9,2,5,1,1,7
39,19377,57,44,0.14285714285714285,6,1,2,3,1,6,0,7,3,1,2,2,5
46,8325,15,34,0.0,17,3,5,3,0,3,3,3,2,4,4,4,12
42,11423,75,45,0.0,18,2,4,4,0,18,3,5,2,1,2,2,5
46,8348,69,6,1.0,15,3,1,13,2,1,0,8,3,3,4,1,8
33,15447,48,27,0.09523809523809523,13,1,4,11,2,20,3,2,2,1,3,1,5
43,15891,71,40,2.3333333333333335,17,1,3,7,7,2,0,7,2,5,1,4,10
32,6860,39,2,0.06666666666666667,6,1,3,5,1,14,0,7,1,5,2,4,11
31,10495,44,37,0.0,16,1,1,11,0,19,0,2,4,5,3,4,12
57,9020,65,49,0.625,12,1,1,9,5,7,0,3,1,5,4,3,12
46,16964,93,24,0.5714285714285714,6,3,4,11,8,13,0,8,2,2,4,3,9
57,4750,84,1,0.0,0,4,2,5,0,1,0,5,4,4,4,2,10
43,6035,99,48,0.06666666666666667,0,2,1,11,2,29,0,5,3,1,3,1,5
52,19389,30,25,0.04,16,2,1,10,1,24,0,8,2,2,3,3,8
36,13352,48,14,0.25,10,3,1,1,4,15,0,2,1,1,3,1,5
58,15630,94,29,0.13043478260869565,4,2,2,5,3,22,1,3,4,3,1,4,8
58,6698,82,36,0.125,8,3,2,1,1,7,0,7,1,5,1,1,7
59,4509,61,49,1.0,14,1,4,9,9,8,4,1,1,3,3,3,9
37,5144,22,33,0.16,4,2,3,10,4,24,1,3,4,4,2,1,7
35,15521,66,41,0.5,11,1,4,13,7,13,0,5,4,4,3,1,8
38,19953,93,22,0.2,3,1,4,10,4,19,0,9,3,4,2,2,8
34,14850,26,34,1.0,1,4,2,12,6,5,2,3,3,3,1,1,5
32,16481,64,10,0.0,1,1,1,7,0,28,0,6,2,5,1,3,9
38,17681,48,4,0.5,15,3,5,7,3,5,4,3,1,3,1,3,7
40,15905,66,46,0.09090909090909091,15,3,5,7,1,10,0,1,3,4,2,1,7
35,3235,99,47,0.05263157894736842,17,4,1,4,1,18,0,9,1,4,2,3,9
49,6005,70,49,0.0,17,2,2,3,0,9,4,7,1,4,3,2,9
46,16135,55,33,0.25,17,2,5,10,6,23,0,9,4,2,4,3,9
31,17020,47,35,0.0,2,1,4,2,0,16,3,6,2,1,1,2,4
56,5640,16,34,0.5714285714285714,7,1,2,7,8,13,0,6,1,5,1,4,10
55,19300,47,14,1.25,7,2,3,7,5,3,0,4,3,5,2,3,10
54,18453,89,15,0.5384615384615384,7,3,3,14,7,12,2,8,3,1,3,4,8
35,17803,37,36,0.2857142857142857,4,4,1,13,2,6,1,2,4,4,1,1,6
46,7415,50,34,1.1666666666666667,5,1,4,1,7,5,4,6,1,2,4,4,10
31,14236,92,15,0.0,10,3,4,2,0,12,4,8,1,1,3,4,8
39,10136,39,29,0.5,0,1,5,7,1,1,0,8,3,3,3,3,9
32,6722,28,42,0.25,2,2,3,8,3,11,4,2,1,2,3,3,8
48,16632,19,36,1.4,0,2,3,8,7,4,0,2,4,4,2,4,10
34,14378,38,25,0.0,4,2,2,7,0,14,4,9,1,1,3,2,6
56,6213,58,27,0.0,7,1,3,2,0,14,0,9,3,1,2,2,5
46,5343,42,12,0.0,18,1,3,11,0,19,0,6,3,5,2,1,8
33,13745,23,7,0.6153846153846154,19,3,3,3,8,12,3,6,2,4,4,2,10
45,6170,80,28,0.34782608695652173,8,3,1,5,8,22,1,5,4,5,3,4,12
52,15259,19,46,0.0,19,2,5,6,0,15,0,2,4,2,1,3,6
59,11049,69,24,4.0,0,4,2,13,8,1,0,3,2,1,1,2,4
57,17027,27,20,0.3333333333333333,8,4,1,8,1,2,0,9,3,5,4,1,10
30,3958,84,2,0.8,9,3,5,10,8,9,0,8,3,5,3,1,9
36,3539,44,30,0.21428571428571427,15,3,3,5,3,13,3,5,2,5,1,4,10
43,19282,68,3,0.0,10,4,5,4,0,21,0,6,4,4,1,2,7
39,5010,31,29,0.09090909090909091,14,2,3,11,1,10,0,8,1,4,1,3,8
53,13596,32,31,0.15384615384615385,3,1,2,3,2,12,3,8,2,1,4,4,9
57,11995,78,41,0.7272727272727273,18,2,3,7,8,10,1,8,4,3,2,2,7
52,8355,55,12,0.2962962962962963,15,1,5,11,8,26,0,1,1,2,2,1,5
42,12701,96,48,1.8,4,4,3,9,9,4,2,8,3,1,4,3,8
42,18007,65,6,0.4,5,1,2,3,4,9,2,1,3,1,1,1,3
32,15952,89,15,0.2,3,2,1,14,1,4,0,8,3,3,2,2,7
34,9379,41,16,0.23809523809523808,9,2,3,1,5,20,1,8,4,1,3,1,5
45,7378,34,3,0.14285714285714285,6,3,3,6,3,20,2,4,3,4,2,2,8
59,17840,32,47,0.3,13,3,5,9,6,19,2,5,3,2,3,3,8
36,16553,31,32,0.1111111111111111,2,3,3,8,1,8,2,6,3,4,2,1,7
38,4283,95,14,0.42857142857142855,12,4,1,7,9,20,2,5,3,5,3,3,11
45,16134,23,30,0.3125,8,2,1,9,5,15,0,4,2,3,2,1,6
33,8865,84,44,0.35,17,4,4,6,7,19,0,8,1,1,2,2,5
43,9727,63,43,0.045454545454545456,13,2,2,1,1,21,0,2,3,5,1,3,9
59,12657,44,13,0.13043478260869565,0,1,4,4,3,22,3,4,2,3,1,3,7
45,10113,75,11,0.038461538461538464,12,1,1,6,1,25,0,7,1,3,2,2,7
36,6814,82,43,0.17647058823529413,8,4,5,12,3,16,0,7,1,5,4,3,12
37,19441,61,22,0.3333333333333333,5,1,3,13,1,2,4,3,1,1,3,2,6
50,13274,86,42,1.1428571428571428,19,3,3,6,8,6,0,8,2,4,4,4,12
46,11417,77,14,0.0,16,3,3,12,0,18,1,2,4,4,1,4,9
54,7111,78,44,1.25,11,3,1,9,5,3,4,1,1,5,1,2,8
42,10940,30,7,0.3684210526315789,14,2,2,10,7,18,0,9,1,1,1,2,4
47,5036,38,47,0.2962962962962963,11,1,5,1,8,26,3,4,2,3,1,3,7
35,7327,45,45,0.16666666666666666,6,3,3,13,3,17,3,7,2,4,1,2,7
39,12381,22,28,0.3333333333333333,0,2,4,2,8,23,0,5,2,3,4,2,9
32,13558,82,21,0.3333333333333333,10,2,4,6,5,14,4,3,1,3,4,2,9
56,18848,71,8,0.0,6,3,1,11,0,8,3,1,2,4,2,4,10
39,7060,17,36,2.0,5,1,5,1,4,1,0,2,1,5,2,2,9
47,6161,47,43,0.20833333333333334,13,2,2,14,5,23,1,5,4,4,2,3,9
32,3853,33,6,0.2608695652173913,9,3,2,14,6,22,4,8,1,2,2,1,5
37,3197,33,44,1.5,11,3,1,1,6,3,1,5,4,4,1,3,8
55,13937,23,14,3.0,17,2,2,2,9,2,0,7,3,4,3,4,11
48,19125,19,41,0.0,13,1,1,7,0,6,2,1,3,4,3,3,10
45,4098,87,15,0.125,3,1,5,14,3,23,0,4,2,5,3,4,12
51,3542,54,42,0.6666666666666666,4,2,1,7,4,5,4,4,1,1,1,2,4
53,15007,68,12,0.0,4,4,3,10,0,19,4,6,1,5,4,4,13
58,8789,29,13,0.42105263157894735,0,3,2,13,8,18,1,8,4,3,2,1,6
59,8234,21,37,0.5454545454545454,9,3,1,13,6,10,4,6,1,1,2,4,7
34,15578,65,4,0.034482758620689655,15,1,2,4,1,28,0,5,4,4,1,1,6
49,9869,64,20,0.3333333333333333,16,4,4,14,4,11,2,5,3,4,3,4,11
38,4950,19,42,0.07692307692307693,15,1,1,7,1,12,0,9,1,5,3,4,12
53,10886,57,42,0.23529411764705882,8,4,2,4,4,16,3,1,2,1,3,4,8
58,3942,75,22,1.2,14,1,5,12,6,4,4,4,1,1,3,2,6
48,16888,43,29,1.3333333333333333,8,4,3,9,4,2,0,5,4,1,1,2,4
52,18074,97,14,0.6363636363636364,2,4,2,11,7,10,3,1,2,5,2,2,9
38,19148,47,32,0.4,13,3,3,4,6,14,0,8,3,5,2,3,10
52,9418,75,48,0.15384615384615385,2,1,5,6,4,25,4,4,1,4,1,4,9
43,18092,85,16,0.5,16,2,3,10,2,3,0,1,2,1,4,2,7
45,4445,28,44,0.36,5,2,3,10,9,24,1,3,4,3,1,2,6
42,16096,34,31,0.5833333333333334,11,1,5,10,7,11,0,8,1,3,4,4,11
38,7974,69,16,0.2857142857142857,7,1,4,2,4,13,4,6,1,4,1,3,8
48,7879,99,22,0.6428571428571429,16,4,4,4,9,13,0,7,2,4,3,4,11
54,14245,95,15,0.25,5,4,2,4,2,7,0,1,4,1,2,3,6
57,8328,32,32,0.4,1,3,3,5,2,4,0,1,4,4,2,1,7
31,8886,77,42,1.0,0,4,5,9,2,1,0,8,2,3,3,4,10
39,12282,93,44,0.0,11,3,5,4,0,16,0,6,1,2,2,3,7
47,10048,43,31,0.19047619047619047,5,4,1,5,4,20,1,7,4,4,4,3,11
38,15379,39,12,0.38461538461538464,5,4,1,9,5,12,1,9,4,5,2,1,8
59,13635,49,25,0.8888888888888888,6,1,3,1,8,8,2,2,3,3,3,4,10
45,9165,30,47,0.4166666666666667,12,3,2,7,5,11,3,5,2,1,4,4,9
52,9429,85,17,0.6,10,4,4,7,6,9,0,6,4,5,2,2,9
45,16627,80,18,0.0,8,2,2,5,0,1,0,2,4,5,1,4,10
41,8648,60,23,0.2857142857142857,16,1,1,13,6,20,0,3,1,1,1,3,5
47,3847,66,43,0.10344827586206896,14,1,4,5,3,28,2,1,3,2,4,1,7
31,10954,35,10,0.125,10,4,1,5,3,23,3,5,2,3,1,2,6
39,5163,82,46,0.35,8,1,1,11,7,19,3,7,2,4,3,1,8
36,5567,85,1,0.037037037037037035,3,1,4,9,1,26,0,4,2,4,3,1,8
33,7982,85,47,0.4117647058823529,6,4,3,11,7,16,0,9,4,3,1,3,7
37,17654,48,49,0.2413793103448276,11,1,4,1,7,28,0,5,3,3,3,2,8
54,6034,33,47,0.7777777777777778,18,4,3,7,7,8,0,8,2,2,2,3,7
39,3055,93,45,4.0,11,4,4,5,8,1,0,5,1,2,2,4,8
45,5805,36,14,0.04,0,3,1,10,1,24,0,7,2,2,4,1,7
31,10342,25,22,0.10526315789473684,12,4,1,9,2,18,0,6,2,2,2,1,5
34,11736,31,11,0.36363636363636365,15,4,3,8,8,21,3,1,2,2,1,3,6
55,9988,61,48,0.047619047619047616,15,3,4,7,1,20,3,2,2,4,3,3,10
52,17591,28,8,0.38461538461538464,9,2,1,1,5,12,2,3,3,2,2,2,6
49,4611,45,32,0.3,2,2,3,8,6,19,0,7,1,2,2,2,6
38,14234,70,11,0.08695652173913043,1,2,5,11,2,22,2,2,3,5,2,3,10
54,6171,61,26,0.1875,6,1,3,11,3,15,2,3,3,2,3,4,9
56,10043,77,13,0.4666666666666667,15,3,1,3,7,14,4,2,1,5,1,2,8
33,7874,56,30,0.07692307692307693,14,3,4,7,2,25,2,3,3,5,1,2,8
35,5288,79,21,0.3888888888888889,9,4,2,7,7,17,1,9,4,5,3,1,9
45,12926,82,23,0.037037037037037035,2,3,4,8,1,26,4,2,1,5,3,2,10
51,9466,53,18,0.8333333333333334,2,3,1,4,5,5,4,9,1,4,1,2,7
57,15413,38,43,0.5,17,4,2,4,4,7,3,5,2,2,4,4,10
33,16175,94,38,0.45,15,4,4,5,9,19,4,5,1,1,3,4,8
48,6687,95,27,0.3076923076923077,14,3,1,10,8,25,3,6,2,2,2,3,7
44,15170,79,30,0.3333333333333333,4,4,4,1,2,5,1,1,4,3,4,3,10
39,5283,88,43,0.3076923076923077,9,1,4,4,8,25,0,2,3,4,4,4,12
52,7201,37,19,0.25,15,1,5,1,1,3,0,4,4,1,4,4,9
50,6042,60,22,0.05,18,4,3,10,1,19,3,4,2,2,1,3,6
40,8664,57,45,1.0,16,2,5,7,7,6,4,7,1,2,3,2,7
54,19752,89,18,0.4666666666666667,7,4,3,12,7,14,0,6,2,1,1,4,6
46,13612,83,1,0.42105263157894735,4,3,1,11,8,18,1,7,4,2,2,3,7
49,14842,28,4,4.0,19,2,1,2,8,1,1,7,4,3,2,3,8
49,7967,56,19,0.09090909090909091,6,4,1,10,1,10,1,8,4,5,1,2,8
34,8155,50,39,0.875,9,2,2,8,7,7,1,2,4,5,3,2,10
42,5061,93,35,1.1666666666666667,19,4,3,2,7,5,3,7,2,3,2,2,7
45,13347,42,2,0.2631578947368421,19,2,3,4,5,18,0,4,4,5,4,1,10
38,19696,41,1,0.3,19,2,3,10,3,9,3,5,2,4,2,2,8
35,16661,62,18,0.19047619047619047,9,3,2,1,4,20,0,9,2,5,2,4,11
40,14148,42,6,0.391304347826087,19,4,2,10,9,22,3,3,2,4,3,4,11
34,6552,46,11,0.3333333333333333,8,4,4,4,8,23,0,9,4,3,3,4,10
32,16086,92,28,0.18181818181818182,10,3,3,3,2,10,4,6,1,1,3,4,8
56,17461,18,31,0.3333333333333333,2,2,5,10,8,23,0,2,3,3,4,4,11
35,14045,91,16,0.0,7,3,1,12,0,21,3,9,2,2,3,3,8
46,18358,53,15,0.7777777777777778,18,4,4,4,7,8,2,5,3,5,2,2,9
34,7884,21,15,0.5714285714285714,13,1,4,7,4,6,3,6,2,2,1,3,6
42,17289,22,2,0.5,9,1,1,11,7,13,0,3,4,1,4,3,8
46,18001,24,45,0.4666666666666667,5,4,1,13,7,14,0,5,2,5,4,3,12
30,8352,58,44,0.4444444444444444,7,1,4,9,4,8,3,7,2,5,4,4,13
38,6912,57,28,0.23809523809523808,15,1,4,10,5,20,0,5,2,5,2,1,8
58,19362,21,37,2.0,8,1,5,2,6,2,0,5,3,4,1,4,9
34,5396,67,25,0.18181818181818182,8,3,4,11,4,21,0,5,4,4,1,2,7
54,13219,47,18,0.3125,10,2,1,12,5,15,0,9,3,4,4,3,11
54,15475,30,10,0.24,8,2,1,9,6,24,1,7,4,2,4,2,8
55,7347,73,16,0.7142857142857143,1,4,1,5,5,6,0,2,2,3,3,4,10
40,9142,74,48,0.2,15,2,3,13,3,14,4,5,1,5,1,4,10
36,5207,31,37,0.7142857142857143,14,4,4,10,5,6,0,4,1,3,4,3,10
52,6836,61,23,2.0,6,4,1,3,4,1,0,2,3,1,1,2,4
31,18172,41,49,0.3157894736842105,10,4,3,4,6,18,0,1,2,5,2,3,10
57,5956,64,29,0.23076923076923078,13,3,5,5,6,25,2,1,3,5,2,4,11
32,5915,66,14,0.5714285714285714,17,2,2,13,8,13,0,4,1,2,3,3,8
32,13298,83,13,2.0,9,4,2,1,4,1,1,9,4,5,3,4,12
48,13596,96,20,0.9,2,4,2,11,9,9,1,8,4,3,1,1,5
51,14916,35,34,0.7777777777777778,6,4,4,3,7,8,2,3,3,2,4,4,10
57,3969,23,40,0.42857142857142855,10,1,5,14,9,20,1,4,4,4,2,1,7
35,13444,72,19,0.5,2,3,1,4,6,11,3,6,2,4,4,1,9
